frame_number,loss
5.820000000000000000e+02,8.983768057078123093e-04
5.830000000000000000e+02,8.930051699280738831e-04
5.840000000000000000e+02,8.866125135682523251e-04
5.850000000000000000e+02,8.945062290877103806e-04
5.860000000000000000e+02,8.935612859204411507e-04
5.870000000000000000e+02,9.020817815326154232e-04
5.880000000000000000e+02,9.101720061153173447e-04
5.890000000000000000e+02,9.240189101547002792e-04
5.900000000000000000e+02,8.991806535050272942e-04
5.910000000000000000e+02,8.915163925848901272e-04
5.920000000000000000e+02,8.920098189264535904e-04
5.930000000000000000e+02,8.842240786179900169e-04
5.940000000000000000e+02,8.827776764519512653e-04
5.950000000000000000e+02,8.861217065714299679e-04
5.960000000000000000e+02,9.015520918183028698e-04
5.970000000000000000e+02,8.971209172159433365e-04
5.980000000000000000e+02,9.002874139696359634e-04
5.990000000000000000e+02,9.030911605805158615e-04
6.000000000000000000e+02,9.102417388930916786e-04
6.010000000000000000e+02,9.132740087807178497e-04
6.020000000000000000e+02,9.066213970072567463e-04
6.030000000000000000e+02,9.155754814855754375e-04
6.040000000000000000e+02,9.159773471765220165e-04
6.050000000000000000e+02,9.287693537771701813e-04
6.060000000000000000e+02,9.171174024231731892e-04
6.070000000000000000e+02,9.198343032039701939e-04
6.080000000000000000e+02,9.028513450175523758e-04
6.090000000000000000e+02,8.918285020627081394e-04
6.100000000000000000e+02,8.865230483934283257e-04
6.110000000000000000e+02,8.857469656504690647e-04
6.120000000000000000e+02,8.977505494840443134e-04
6.130000000000000000e+02,8.936342783272266388e-04
6.140000000000000000e+02,8.980733109638094902e-04
6.150000000000000000e+02,8.808520506136119366e-04
6.160000000000000000e+02,8.815162000246345997e-04
6.170000000000000000e+02,8.880101377144455910e-04
6.180000000000000000e+02,8.918487583287060261e-04
6.190000000000000000e+02,8.942182175815105438e-04
6.200000000000000000e+02,8.891507750377058983e-04
6.210000000000000000e+02,8.987026521936058998e-04
6.220000000000000000e+02,8.957911632023751736e-04
6.230000000000000000e+02,8.903177804313600063e-04
6.240000000000000000e+02,8.905601571314036846e-04
6.250000000000000000e+02,9.069091756828129292e-04
6.260000000000000000e+02,9.183173533529043198e-04
6.270000000000000000e+02,9.293967159464955330e-04
6.280000000000000000e+02,9.177636238746345043e-04
6.290000000000000000e+02,9.006091859191656113e-04
6.300000000000000000e+02,8.979726117104291916e-04
6.310000000000000000e+02,8.892635814845561981e-04
6.320000000000000000e+02,8.890936151146888733e-04
6.330000000000000000e+02,8.854035986587405205e-04
6.340000000000000000e+02,8.901047986000776291e-04
6.350000000000000000e+02,8.970101480372250080e-04
6.360000000000000000e+02,8.929776377044618130e-04
6.370000000000000000e+02,8.910758187994360924e-04
6.380000000000000000e+02,8.815191104076802731e-04
6.390000000000000000e+02,8.897169027477502823e-04
6.400000000000000000e+02,8.904184796847403049e-04
6.410000000000000000e+02,8.887795265763998032e-04
6.420000000000000000e+02,8.899561944417655468e-04
6.430000000000000000e+02,8.906390285119414330e-04
6.440000000000000000e+02,8.859703666530549526e-04
6.450000000000000000e+02,8.896517101675271988e-04
6.460000000000000000e+02,9.087798534892499447e-04
6.470000000000000000e+02,9.147742530331015587e-04
6.480000000000000000e+02,9.205290116369724274e-04
6.490000000000000000e+02,9.162906790152192116e-04
6.500000000000000000e+02,9.116370929405093193e-04
6.510000000000000000e+02,9.074975387193262577e-04
6.520000000000000000e+02,9.112544357776641846e-04
6.530000000000000000e+02,9.142006165347993374e-04
6.540000000000000000e+02,9.129312238655984402e-04
6.550000000000000000e+02,9.099724702537059784e-04
6.560000000000000000e+02,8.960467530414462090e-04
6.570000000000000000e+02,9.002072038128972054e-04
6.580000000000000000e+02,8.940330590121448040e-04
6.590000000000000000e+02,8.832992753013968468e-04
6.600000000000000000e+02,8.817847119644284248e-04
6.610000000000000000e+02,8.928024326451122761e-04
6.620000000000000000e+02,8.910340256989002228e-04
6.630000000000000000e+02,8.964982698671519756e-04
6.640000000000000000e+02,9.196940809488296509e-04
6.650000000000000000e+02,9.087991784326732159e-04
6.660000000000000000e+02,9.059934527613222599e-04
6.670000000000000000e+02,9.022054728120565414e-04
6.680000000000000000e+02,8.935919613577425480e-04
6.690000000000000000e+02,8.869392331689596176e-04
6.700000000000000000e+02,8.950456976890563965e-04
6.710000000000000000e+02,9.030829533003270626e-04
6.720000000000000000e+02,8.880308014340698719e-04
6.730000000000000000e+02,8.746326784603297710e-04
6.740000000000000000e+02,8.720240439288318157e-04
6.750000000000000000e+02,8.891121833585202694e-04
6.760000000000000000e+02,8.789013954810798168e-04
6.770000000000000000e+02,8.838956127874553204e-04
6.780000000000000000e+02,8.905272698029875755e-04
6.790000000000000000e+02,8.718468598090112209e-04
6.800000000000000000e+02,8.710997062735259533e-04
6.810000000000000000e+02,8.933779317885637283e-04
6.820000000000000000e+02,8.980947313830256462e-04
6.830000000000000000e+02,8.923290297389030457e-04
6.840000000000000000e+02,8.863866678439080715e-04
6.850000000000000000e+02,8.957120007835328579e-04
6.860000000000000000e+02,8.948273025453090668e-04
6.870000000000000000e+02,9.023306774906814098e-04
6.880000000000000000e+02,9.098806185647845268e-04
6.890000000000000000e+02,9.247359703294932842e-04
6.900000000000000000e+02,8.994332165457308292e-04
6.910000000000000000e+02,8.914421196095645428e-04
6.920000000000000000e+02,8.914632489904761314e-04
6.930000000000000000e+02,8.847431163303554058e-04
6.940000000000000000e+02,8.833256433717906475e-04
6.950000000000000000e+02,8.854985935613512993e-04
6.960000000000000000e+02,9.016241529025137424e-04
6.970000000000000000e+02,8.982022409327328205e-04
6.980000000000000000e+02,8.997558616101741791e-04
6.990000000000000000e+02,9.027618798427283764e-04
7.000000000000000000e+02,9.096508729271590710e-04
7.010000000000000000e+02,9.123929194174706936e-04
7.020000000000000000e+02,9.068334475159645081e-04
7.030000000000000000e+02,9.154353756457567215e-04
7.040000000000000000e+02,9.170715347863733768e-04
7.050000000000000000e+02,9.288919391110539436e-04
7.060000000000000000e+02,9.175797458738088608e-04
7.070000000000000000e+02,9.188306285068392754e-04
7.080000000000000000e+02,9.021427249535918236e-04
7.090000000000000000e+02,8.910099859349429607e-04
7.100000000000000000e+02,8.865657146088778973e-04
7.110000000000000000e+02,8.854528423398733139e-04
7.120000000000000000e+02,8.970886701717972755e-04
7.130000000000000000e+02,8.932686760090291500e-04
7.140000000000000000e+02,8.973134099505841732e-04
